qid,seq_no,docno,rank,score
187,9,4393502,18,0.912097
187,9,9788947,19,0.6182858552805439
187,9,35981916,20,0.636628
187,10,21296218,1,1.16968
187,10,19278728,2,0.642424
187,10,26589133,3,1.009958
187,10,21296224,4,0.743875
187,10,47454294,5,0.7240348486367775
187,10,315927,6,0.662988
187,10,12319895,7,0.585485
187,10,44331442,8,0.571154
187,10,9342301,9,0.3223713344284607
187,10,49550577,10,0.746299
187,10,39681327,11,0.588843
187,10,1976944,12,0.03297056326229467
187,10,44225499,13,0.503244
187,10,2704720,14,0.197834
187,10,3684625,15,0.846969
187,10,2573677,16,0.5973915650824216
187,10,1724617,17,0.474617
187,10,4393502,18,0.912097
187,10,9788947,19,0.6182858552805439
187,10,35981916,20,0.636628
187,11,21296218,1,1.16968
187,11,19278728,2,0.642424
187,11,26589133,3,1.009958
187,11,21296224,4,0.743875
187,11,47454294,5,0.7240348486367775
187,11,315927,6,0.662988
187,11,12319895,7,0.585485
187,11,44331442,8,0.571154
187,11,9342301,9,0.3223713344284607
187,11,49550577,10,0.746299
187,11,39681327,11,0.588843
187,11,1976944,12,0.03297056326229467
187,11,44225499,13,0.503244
187,11,2704720,14,0.197834
187,11,3684625,15,0.846969
187,11,2573677,16,0.5973915650824216
187,11,1724617,17,0.474617
187,11,4393502,18,0.912097
187,11,9788947,19,0.6182858552805439
187,11,35981916,20,0.636628
187,12,21296218,1,1.16968
187,12,19278728,2,0.642424
187,12,26589133,3,1.009958
187,12,56296730,4,0.658578
187,12,34120229,5,0.573541
187,12,21296224,6,0.743875
187,12,315927,7,0.662988
187,12,12319895,8,0.585485
187,12,61497503,9,0.498801
187,12,33066340,10,0.509682
187,12,1194886,11,1.128536
187,12,44331442,12,0.571154
187,12,39681327,13,0.588843
187,12,44225499,14,0.503244
187,12,2704720,15,0.197834
187,12,3684625,16,0.846969
187,12,45638234,17,0.25233921215370037
187,12,1724617,18,0.474617
187,12,4393502,19,0.912097
187,12,35981916,20,0.636628
187,13,21296218,1,1.16968
187,13,19278728,2,0.642424
187,13,26589133,3,1.009958
187,13,56296730,4,0.658578
187,13,34120229,5,0.573541
187,13,21296224,6,0.743875
187,13,315927,7,0.662988
187,13,12319895,8,0.585485
187,13,61497503,9,0.498801
187,13,33066340,10,0.509682
187,13,1194886,11,1.128536
187,13,44331442,12,0.571154
187,13,39681327,13,0.588843
187,13,44225499,14,0.503244
187,13,2704720,15,0.197834
187,13,3684625,16,0.846969
187,13,45638234,17,0.25233921215370037
187,13,1724617,18,0.474617
187,13,4393502,19,0.912097
187,13,35981916,20,0.636628
187,14,21296218,1,1.16968
187,14,19278728,2,0.642424
187,14,26589133,3,1.009958
187,14,56296730,4,0.658578
187,14,34120229,5,0.573541
187,14,21296224,6,0.743875
187,14,315927,7,0.662988
187,14,12319895,8,0.585485
187,14,61497503,9,0.498801
187,14,33066340,10,0.509682
187,14,1194886,11,1.128536
187,14,44331442,12,0.571154
187,14,39681327,13,0.588843
187,14,44225499,14,0.503244
187,14,2704720,15,0.197834
187,14,3684625,16,0.846969
187,14,45638234,17,0.25233921215370037
187,14,1724617,18,0.474617
187,14,4393502,19,0.912097
187,14,35981916,20,0.636628
187,15,21296218,1,1.16968
187,15,19278728,2,0.642424
187,15,26589133,3,1.009958
187,15,56296730,4,0.658578
187,15,34120229,5,0.573541
187,15,21296224,6,0.743875
187,15,315927,7,0.662988
187,15,12319895,8,0.585485
187,15,61497503,9,0.498801
187,15,33066340,10,0.509682
187,15,1194886,11,1.128536
187,15,44331442,12,0.571154
187,15,39681327,13,0.588843
187,15,44225499,14,0.503244
187,15,2704720,15,0.197834
187,15,3684625,16,0.846969
187,15,45638234,17,0.25233921215370037
187,15,1724617,18,0.474617
187,15,4393502,19,0.912097
187,15,35981916,20,0.636628
187,16,21296218,1,1.16968
187,16,19278728,2,0.642424
187,16,26589133,3,1.009958
187,16,56296730,4,0.658578
187,16,34120229,5,0.573541
187,16,21296224,6,0.743875
187,16,315927,7,0.662988
187,16,12319895,8,0.585485
187,16,61497503,9,0.498801
187,16,33066340,10,0.509682
187,16,1194886,11,1.128536
187,16,44331442,12,0.571154
187,16,39681327,13,0.588843
187,16,44225499,14,0.503244
187,16,2704720,15,0.197834
187,16,3684625,16,0.846969
187,16,45638234,17,0.25233921215370037
187,16,1724617,18,0.474617
187,16,4393502,19,0.912097
187,16,35981916,20,0.636628
187,17,21296218,1,1.16968
187,17,19278728,2,0.642424
187,17,26589133,3,1.009958
187,17,56296730,4,0.658578
187,17,34120229,5,0.573541
187,17,21296224,6,0.743875
187,17,315927,7,0.662988
187,17,12319895,8,0.585485
187,17,61497503,9,0.498801
187,17,33066340,10,0.509682
187,17,1194886,11,1.128536
187,17,44331442,12,0.571154
187,17,39681327,13,0.588843
187,17,44225499,14,0.503244
187,17,2704720,15,0.197834
187,17,3684625,16,0.846969
187,17,45638234,17,0.25233921215370037
187,17,1724617,18,0.474617
187,17,4393502,19,0.912097
187,17,35981916,20,0.636628
187,18,21296218,1,1.16968
187,18,19278728,2,0.642424
187,18,26589133,3,1.009958
187,18,56296730,4,0.658578
187,18,34120229,5,0.573541
187,18,21296224,6,0.743875
187,18,315927,7,0.662988
187,18,12319895,8,0.585485
187,18,61497503,9,0.498801
187,18,33066340,10,0.509682
187,18,1194886,11,1.128536
187,18,44331442,12,0.571154
187,18,39681327,13,0.588843
187,18,44225499,14,0.503244
187,18,2704720,15,0.197834
187,18,3684625,16,0.846969
187,18,45638234,17,0.25233921215370037
187,18,1724617,18,0.474617
187,18,4393502,19,0.912097
187,18,35981916,20,0.636628
187,19,4304957,1,0.587535
187,19,10582830,2,0.336006
187,19,315927,3,0.662988
187,19,19278728,4,0.642424
187,19,3684625,5,0.846969
187,19,1201591,6,0.724108
187,19,3970948,7,0.711737
187,19,58998173,8,0.658047
187,19,2704720,9,0.197834
187,19,3581883,10,2.081096
187,19,21296224,11,0.743875
187,19,4393502,12,0.912097
187,19,44225499,13,0.503244
187,19,28496761,14,0.385797
187,19,4414172,15,0.472786
187,19,54044,16,4.9930151510120275
187,19,9630158,17,0.49077
187,19,43509183,18,0.2088459905144578
187,19,25652303,19,0.247058
187,19,6386814,20,1.479244
187,20,4304957,1,0.587535
187,20,10582830,2,0.336006
187,20,315927,3,0.662988
187,20,19278728,4,0.642424
187,20,3684625,5,0.846969
187,20,1201591,6,0.724108
187,20,3970948,7,0.711737
187,20,58998173,8,0.658047
187,20,2704720,9,0.197834
187,20,3581883,10,2.081096
187,20,21296224,11,0.743875
187,20,4393502,12,0.912097
187,20,44225499,13,0.503244
187,20,28496761,14,0.385797
187,20,4414172,15,0.472786
187,20,54044,16,4.9930151510120275
187,20,9630158,17,0.49077
187,20,43509183,18,0.2088459905144578
187,20,25652303,19,0.247058
187,20,6386814,20,1.479244
187,21,4304957,1,0.587535
187,21,10582830,2,0.336006
187,21,315927,3,0.662988
187,21,19278728,4,0.642424
187,21,3684625,5,0.846969
187,21,1201591,6,0.724108
187,21,3970948,7,0.711737
187,21,58998173,8,0.658047
187,21,2704720,9,0.197834
187,21,3581883,10,2.081096
187,21,21296224,11,0.743875
187,21,4393502,12,0.912097
187,21,44225499,13,0.503244
187,21,28496761,14,0.385797
187,21,4414172,15,0.472786
187,21,54044,16,4.9930151510120275
187,21,9630158,17,0.49077
187,21,43509183,18,0.2088459905144578
187,21,25652303,19,0.247058
187,21,6386814,20,1.479244
187,22,4304957,1,0.587535
187,22,10582830,2,0.336006
187,22,315927,3,0.662988
187,22,19278728,4,0.642424
187,22,3684625,5,0.846969
187,22,1201591,6,0.724108
187,22,3970948,7,0.711737
187,22,58998173,8,0.658047
187,22,2704720,9,0.197834
187,22,3581883,10,2.081096
187,22,21296224,11,0.743875
187,22,4393502,12,0.912097
187,22,44225499,13,0.503244
187,22,28496761,14,0.385797
187,22,4414172,15,0.472786
187,22,54044,16,4.9930151510120275
187,22,9630158,17,0.49077
187,22,43509183,18,0.2088459905144578
187,22,25652303,19,0.247058
187,22,6386814,20,1.479244
187,23,4304957,1,0.587535
187,23,10582830,2,0.336006
187,23,315927,3,0.662988
187,23,19278728,4,0.642424
187,23,3684625,5,0.846969
187,23,1201591,6,0.724108
187,23,3970948,7,0.711737
187,23,58998173,8,0.658047
187,23,2704720,9,0.197834
187,23,3581883,10,2.081096
187,23,21296224,11,0.743875
187,23,4393502,12,0.912097
187,23,44225499,13,0.503244
187,23,28496761,14,0.385797
187,23,4414172,15,0.472786
187,23,54044,16,4.9930151510120275
187,23,9630158,17,0.49077
187,23,43509183,18,0.2088459905144578
187,23,25652303,19,0.247058
187,23,6386814,20,1.479244
187,24,4304957,1,0.587535
187,24,10582830,2,0.336006
187,24,315927,3,0.662988
187,24,19278728,4,0.642424
187,24,3684625,5,0.846969
187,24,1201591,6,0.724108
187,24,3970948,7,0.711737
187,24,58998173,8,0.658047
187,24,2704720,9,0.197834
187,24,3581883,10,2.081096
187,24,21296224,11,0.743875
187,24,4393502,12,0.912097
187,24,44225499,13,0.503244
187,24,28496761,14,0.385797
187,24,4414172,15,0.472786
187,24,54044,16,4.9930151510120275
187,24,9630158,17,0.49077
187,24,43509183,18,0.2088459905144578
187,24,25652303,19,0.247058
187,24,6386814,20,1.479244
187,25,4304957,1,0.587535
187,25,10582830,2,0.336006
187,25,315927,3,0.662988
187,25,19278728,4,0.642424
187,25,3684625,5,0.846969
187,25,1201591,6,0.724108
187,25,3970948,7,0.711737
187,25,58998173,8,0.658047
187,25,2704720,9,0.197834
187,25,3581883,10,2.081096
187,25,21296224,11,0.743875
187,25,4393502,12,0.912097
187,25,44225499,13,0.503244
187,25,28496761,14,0.385797
187,25,4414172,15,0.472786
187,25,54044,16,4.9930151510120275
187,25,9630158,17,0.49077
187,25,43509183,18,0.2088459905144578
187,25,25652303,19,0.247058
187,25,6386814,20,1.479244
187,26,4304957,1,0.587535
187,26,10582830,2,0.336006
187,26,315927,3,0.662988
187,26,19278728,4,0.642424
187,26,3684625,5,0.846969
187,26,1201591,6,0.724108
187,26,3970948,7,0.711737
187,26,58998173,8,0.658047
187,26,2704720,9,0.197834
187,26,3581883,10,2.081096
187,26,21296224,11,0.743875
187,26,4393502,12,0.912097
187,26,44225499,13,0.503244
187,26,28496761,14,0.385797
187,26,4414172,15,0.472786
187,26,54044,16,4.9930151510120275
187,26,9630158,17,0.49077
187,26,43509183,18,0.2088459905144578
187,26,25652303,19,0.247058
187,26,6386814,20,1.479244
187,27,4304957,1,0.587535
187,27,10582830,2,0.336006
187,27,315927,3,0.662988
187,27,19278728,4,0.642424
187,27,3684625,5,0.846969
187,27,1201591,6,0.724108
187,27,3970948,7,0.711737
187,27,58998173,8,0.658047
187,27,2704720,9,0.197834
187,27,3581883,10,2.081096
187,27,21296224,11,0.743875
187,27,4393502,12,0.912097
187,27,44225499,13,0.503244
187,27,28496761,14,0.385797
187,27,4414172,15,0.472786
187,27,54044,16,4.9930151510120275
187,27,9630158,17,0.49077
187,27,43509183,18,0.2088459905144578
187,27,25652303,19,0.247058
187,27,6386814,20,1.479244
187,28,21296218,1,1.16968
187,28,19278728,2,0.642424
187,28,26589133,3,1.009958
187,28,21296224,4,0.743875
187,28,47454294,5,0.7240348486367775
187,28,315927,6,0.662988
187,28,12319895,7,0.585485
187,28,44331442,8,0.571154
187,28,9342301,9,0.3223713344284607
187,28,49550577,10,0.746299
187,28,39681327,11,0.588843
187,28,1976944,12,0.03297056326229467
187,28,44225499,13,0.503244
187,28,2704720,14,0.197834
187,28,3684625,15,0.846969
187,28,2573677,16,0.5973915650824216
187,28,1724617,17,0.474617
187,28,4393502,18,0.912097
187,28,9788947,19,0.6182858552805439
187,28,35981916,20,0.636628
187,29,4304957,1,0.587535
187,29,10582830,2,0.336006
187,29,315927,3,0.662988
187,29,19278728,4,0.642424
187,29,3684625,5,0.846969
187,29,1201591,6,0.724108
187,29,3970948,7,0.711737
187,29,58998173,8,0.658047
187,29,2704720,9,0.197834
187,29,3581883,10,2.081096
187,29,21296224,11,0.743875
187,29,4393502,12,0.912097
187,29,44225499,13,0.503244
187,29,28496761,14,0.385797
187,29,4414172,15,0.472786
187,29,54044,16,4.9930151510120275
187,29,9630158,17,0.49077
187,29,43509183,18,0.2088459905144578
187,29,25652303,19,0.247058
187,29,6386814,20,1.479244
187,30,4304957,1,0.587535
187,30,10582830,2,0.336006
187,30,315927,3,0.662988
187,30,19278728,4,0.642424
187,30,3684625,5,0.846969
187,30,1201591,6,0.724108
187,30,3970948,7,0.711737
187,30,58998173,8,0.658047
187,30,2704720,9,0.197834
187,30,3581883,10,2.081096
187,30,21296224,11,0.743875
187,30,4393502,12,0.912097
187,30,44225499,13,0.503244
187,30,28496761,14,0.385797
187,30,4414172,15,0.472786
187,30,54044,16,4.9930151510120275
187,30,9630158,17,0.49077
187,30,43509183,18,0.2088459905144578
187,30,25652303,19,0.247058
187,30,6386814,20,1.479244
187,31,4304957,1,0.587535
187,31,10582830,2,0.336006
187,31,315927,3,0.662988
187,31,19278728,4,0.642424
187,31,3684625,5,0.846969
187,31,1201591,6,0.724108
187,31,3970948,7,0.711737
187,31,58998173,8,0.658047
187,31,2704720,9,0.197834
187,31,3581883,10,2.081096
187,31,21296224,11,0.743875
187,31,4393502,12,0.912097
187,31,44225499,13,0.503244
187,31,28496761,14,0.385797
187,31,4414172,15,0.472786
187,31,54044,16,4.9930151510120275
187,31,9630158,17,0.49077
187,31,43509183,18,0.2088459905144578
187,31,25652303,19,0.247058
187,31,6386814,20,1.479244
187,32,4304957,1,0.587535
187,32,10582830,2,0.336006
187,32,315927,3,0.662988
187,32,19278728,4,0.642424
187,32,3684625,5,0.846969
187,32,1201591,6,0.724108
187,32,3970948,7,0.711737
187,32,58998173,8,0.658047
187,32,2704720,9,0.197834
187,32,3581883,10,2.081096
187,32,21296224,11,0.743875
187,32,4393502,12,0.912097
187,32,44225499,13,0.503244
187,32,28496761,14,0.385797
187,32,4414172,15,0.472786
187,32,54044,16,4.9930151510120275
187,32,9630158,17,0.49077
187,32,43509183,18,0.2088459905144578
187,32,25652303,19,0.247058
187,32,6386814,20,1.479244
187,33,21296218,1,1.16968
187,33,3684625,2,0.846969
187,33,315927,3,0.662988
187,33,2704720,4,0.197834
187,33,19278728,5,0.642424
187,33,9630158,6,0.49077
187,33,39681327,7,0.588843
187,33,26589133,8,1.009958
187,33,4393502,9,0.912097
187,33,56296730,10,0.658578
187,33,1201591,11,0.724108
187,33,61622,12,1.036778
187,33,34120229,13,0.573541
187,33,58998173,14,0.658047
187,33,21296224,15,0.743875
187,33,2336903,16,0.390479
187,33,6386814,17,1.479244
187,33,62332908,18,0.309992
187,33,12319895,19,0.585485
187,33,4304957,20,0.587535
187,34,39681327,1,0.588843
187,34,44225499,2,0.503244
187,34,1724617,3,0.474617
187,34,12319895,4,0.585485
187,34,32403779,5,0.502915
187,34,1194886,6,1.128536
187,34,3424781,7,0.248614
187,34,14547147,8,0.333708
187,34,10582830,9,0.336006
187,34,3699685,10,0.706627
187,34,31815960,11,0.257491
187,34,4393502,12,0.912097
187,34,2336903,13,0.390479
187,34,932532,14,0.394107
187,34,20475183,15,0.260562
187,34,5583008,16,0.917494
187,34,48932198,17,0.775704
187,34,35981916,18,0.636628
187,34,45487379,19,0.675748
187,34,6386814,20,1.479244
187,35,39681327,1,0.588843
187,35,44225499,2,0.503244
187,35,1724617,3,0.474617
187,35,12319895,4,0.585485
187,35,32403779,5,0.502915
187,35,1194886,6,1.128536
187,35,3424781,7,0.248614
187,35,14547147,8,0.333708
187,35,10582830,9,0.336006
187,35,3699685,10,0.706627
187,35,31815960,11,0.257491
187,35,4393502,12,0.912097
187,35,2336903,13,0.390479
187,35,932532,14,0.394107
187,35,20475183,15,0.260562
187,35,5583008,16,0.917494
187,35,48932198,17,0.775704
187,35,35981916,18,0.636628
187,35,45487379,19,0.675748
187,35,6386814,20,1.479244
187,36,39681327,1,0.588843
187,36,44225499,2,0.503244
187,36,1724617,3,0.474617
187,36,12319895,4,0.585485
187,36,32403779,5,0.502915
187,36,1194886,6,1.128536
187,36,3424781,7,0.248614
187,36,14547147,8,0.333708
187,36,10582830,9,0.336006
187,36,3699685,10,0.706627
187,36,31815960,11,0.257491
187,36,4393502,12,0.912097
187,36,2336903,13,0.390479
187,36,932532,14,0.394107
187,36,20475183,15,0.260562
187,36,5583008,16,0.917494
187,36,48932198,17,0.775704
187,36,35981916,18,0.636628
187,36,45487379,19,0.675748
187,36,6386814,20,1.479244
187,37,39681327,1,0.588843
187,37,44225499,2,0.503244
187,37,1724617,3,0.474617
187,37,12319895,4,0.585485
187,37,32403779,5,0.502915
187,37,1194886,6,1.128536
187,37,3424781,7,0.248614
187,37,14547147,8,0.333708
187,37,10582830,9,0.336006
187,37,3699685,10,0.706627
187,37,31815960,11,0.257491
187,37,4393502,12,0.912097
187,37,2336903,13,0.390479
187,37,932532,14,0.394107
187,37,20475183,15,0.260562
187,37,5583008,16,0.917494
187,37,48932198,17,0.775704
187,37,35981916,18,0.636628
187,37,45487379,19,0.675748
187,37,6386814,20,1.479244
187,38,39681327,1,0.588843
187,38,44225499,2,0.503244
187,38,1724617,3,0.474617
187,38,12319895,4,0.585485
187,38,32403779,5,0.502915
187,38,1194886,6,1.128536
187,38,3424781,7,0.248614
187,38,14547147,8,0.333708
187,38,10582830,9,0.336006
187,38,3699685,10,0.706627
187,38,31815960,11,0.257491
187,38,4393502,12,0.912097
187,38,2336903,13,0.390479
187,38,932532,14,0.394107
187,38,20475183,15,0.260562
187,38,5583008,16,0.917494
187,38,48932198,17,0.775704
187,38,35981916,18,0.636628
187,38,45487379,19,0.675748
187,38,6386814,20,1.479244
187,39,39681327,1,0.588843
187,39,44225499,2,0.503244
187,39,1724617,3,0.474617
187,39,12319895,4,0.585485
187,39,32403779,5,0.502915
187,39,1194886,6,1.128536
187,39,3424781,7,0.248614
187,39,14547147,8,0.333708
187,39,10582830,9,0.336006
187,39,3699685,10,0.706627
187,39,31815960,11,0.257491
187,39,4393502,12,0.912097
187,39,2336903,13,0.390479
187,39,932532,14,0.394107
187,39,20475183,15,0.260562
187,39,5583008,16,0.917494
187,39,48932198,17,0.775704
187,39,35981916,18,0.636628
187,39,45487379,19,0.675748
187,39,6386814,20,1.479244
187,40,39681327,1,0.588843
187,40,44225499,2,0.503244
187,40,1724617,3,0.474617
187,40,12319895,4,0.585485
187,40,32403779,5,0.502915
187,40,1194886,6,1.128536
187,40,3424781,7,0.248614
187,40,14547147,8,0.333708
187,40,10582830,9,0.336006
187,40,3699685,10,0.706627
187,40,31815960,11,0.257491
187,40,4393502,12,0.912097
187,40,2336903,13,0.390479
187,40,932532,14,0.394107
187,40,20475183,15,0.260562
187,40,5583008,16,0.917494
187,40,48932198,17,0.775704
187,40,35981916,18,0.636628
187,40,45487379,19,0.675748
187,40,6386814,20,1.479244
187,41,26589133,1,1.009958
187,41,21296218,2,1.16968
187,41,44331442,3,0.571154
187,41,34120229,4,0.573541
187,41,56296730,5,0.658578
187,41,19278728,6,0.642424
187,41,39681327,7,0.588843
187,41,12319895,8,0.585485
187,41,21296224,9,0.743875
187,41,33066340,10,0.509682
187,41,315927,11,0.662988
187,41,44225499,12,0.503244
187,41,32403779,13,0.502915
187,41,69391314,14,0.898356
187,41,1194886,15,1.128536
187,41,9630158,16,0.49077
187,41,35981916,17,0.636628
187,41,2704720,18,0.197834
187,41,30653780,19,1.204778
187,41,3684625,20,0.846969
187,42,39681327,1,0.588843
187,42,44225499,2,0.503244
187,42,1724617,3,0.474617
187,42,12319895,4,0.585485
187,42,32403779,5,0.502915
187,42,1194886,6,1.128536
187,42,3424781,7,0.248614
187,42,14547147,8,0.333708
187,42,10582830,9,0.336006
187,42,3699685,10,0.706627
187,42,31815960,11,0.257491
187,42,4393502,12,0.912097
187,42,2336903,13,0.390479
187,42,932532,14,0.394107
187,42,20475183,15,0.260562
187,42,5583008,16,0.917494
187,42,48932198,17,0.775704
187,42,35981916,18,0.636628
187,42,45487379,19,0.675748
187,42,6386814,20,1.479244
187,43,26589133,1,1.009958
187,43,21296218,2,1.16968
187,43,44331442,3,0.571154
187,43,34120229,4,0.573541
187,43,56296730,5,0.658578
187,43,19278728,6,0.642424
187,43,39681327,7,0.588843
187,43,12319895,8,0.585485
187,43,21296224,9,0.743875
187,43,33066340,10,0.509682
187,43,315927,11,0.662988
187,43,44225499,12,0.503244
187,43,32403779,13,0.502915
187,43,69391314,14,0.898356
187,43,1194886,15,1.128536
187,43,9630158,16,0.49077
187,43,35981916,17,0.636628
187,43,2704720,18,0.197834
187,43,30653780,19,1.204778
187,43,3684625,20,0.846969
187,44,26589133,1,1.009958
187,44,21296218,2,1.16968
187,44,44331442,3,0.571154
187,44,34120229,4,0.573541
187,44,56296730,5,0.658578
187,44,19278728,6,0.642424
187,44,39681327,7,0.588843
187,44,12319895,8,0.585485
187,44,21296224,9,0.743875
187,44,33066340,10,0.509682
187,44,315927,11,0.662988
187,44,44225499,12,0.503244
187,44,32403779,13,0.502915
187,44,69391314,14,0.898356
187,44,1194886,15,1.128536
187,44,9630158,16,0.49077
187,44,35981916,17,0.636628
187,44,2704720,18,0.197834
187,44,30653780,19,1.204778
187,44,3684625,20,0.846969
187,45,26589133,1,1.009958
187,45,21296218,2,1.16968
187,45,44331442,3,0.571154
187,45,34120229,4,0.573541
187,45,56296730,5,0.658578
187,45,19278728,6,0.642424
187,45,39681327,7,0.588843
187,45,12319895,8,0.585485
187,45,21296224,9,0.743875
187,45,33066340,10,0.509682
187,45,315927,11,0.662988
187,45,44225499,12,0.503244
187,45,32403779,13,0.502915
187,45,69391314,14,0.898356
187,45,1194886,15,1.128536
187,45,9630158,16,0.49077
187,45,35981916,17,0.636628
187,45,2704720,18,0.197834
187,45,30653780,19,1.204778
187,45,3684625,20,0.846969
187,46,26589133,1,1.009958
187,46,21296218,2,1.16968
187,46,44331442,3,0.571154
187,46,34120229,4,0.573541
187,46,56296730,5,0.658578
187,46,19278728,6,0.642424
187,46,39681327,7,0.588843
187,46,12319895,8,0.585485
187,46,21296224,9,0.743875
187,46,33066340,10,0.509682
